Front	Back	SourceURL	Published	PostTitle
"The major blood supply of hard palate is through :
A. Lesser palatine artery
B. Greater (anterior) palatine artery
C. Nasopalatine artery
D. Sphenopalatine artery"	"Answer: B

This tests neural supply. Greater (anterior) palatine artery is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2017/02/mcqs-on-vascular-supply-of-head-and-neck.html	2017-02-01	MCQs on Vascular Supply of Head and Neck
"Superior thyroid artery accompanies which nerve ?
A. External laryngeal
B. Internal laryngeal
C. Superior laryngeal
D. Both A and C"	"Answer: A

This tests neural supply. External laryngeal is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2017/02/mcqs-on-vascular-supply-of-head-and-neck.html	2017-02-01	MCQs on Vascular Supply of Head and Neck
"Common carotid artery divides to ICA and ECA at :
A. Cricoid cartilage
B. Thyroid cartilage
C. 1st tracheal ring
D. Cricothyroid membrane"	"Answer: B

This question concerns vascular anatomy. Thyroid cartilage is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://www.dentaldevotee.com/2017/02/mcqs-on-vascular-supply-of-head-and-neck.html	2017-02-01	MCQs on Vascular Supply of Head and Neck
"Maxillary artery is a branch of :
A. External carotid artery
B. Internal carotid artery
C. Trigeminal artery
D. Facial artery"	"Answer: A

This question concerns vascular anatomy. External carotid artery is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://www.dentaldevotee.com/2017/02/mcqs-on-vascular-supply-of-head-and-neck.html	2017-02-01	MCQs on Vascular Supply of Head and Neck
"Lingual artery is a branch of :
A. Internal carotid artery
B. External carotid artery
C. Subclavian artery
D. Maxillary artery"	"Answer: B

This question concerns vascular anatomy. External carotid artery is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://www.dentaldevotee.com/2017/02/mcqs-on-vascular-supply-of-head-and-neck.html	2017-02-01	MCQs on Vascular Supply of Head and Neck
"The connective vein between facial vein and cavernous sinus is :
A. Superior ophthalmic vein
B. Inferior ophthalmic vein
C. Connecting pterygoid plexus
D. None of the above"	"Answer: A

This question concerns vascular anatomy. Superior ophthalmic vein is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://www.dentaldevotee.com/2017/02/mcqs-on-vascular-supply-of-head-and-neck.html	2017-02-01	MCQs on Vascular Supply of Head and Neck
"The main arterial trunk supplying the infratemporal fossa is :
A. Infratemporal artery
B. Deep Temporal artery
C. Maxillary artery
D. Posterior superior alveolar artery"	"Answer: C

The stem asks for the most appropriate or primary option. Maxillary artery best matches the key feature in the stem. The other choices are secondary or refer to different structures."	https://www.dentaldevotee.com/2017/02/mcqs-on-vascular-supply-of-head-and-neck.html	2017-02-01	MCQs on Vascular Supply of Head and Neck
"The terminal branches of external carotid artery are :
A. Superfacial temporal and transverse facial
B. Transverse facial and maxillary
C. Posterior auricular and maxillary
D. Superficial temporal and maxillary"	"Answer: D

This question concerns vascular anatomy. Superficial temporal and maxillary is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://www.dentaldevotee.com/2017/02/mcqs-on-vascular-supply-of-head-and-neck.html	2017-02-01	MCQs on Vascular Supply of Head and Neck
"First branch of external carotid artery is :
A. Facial artery
B. Ascending pharyngeal artery
C. Occipital artery
D. Lingual artery"	"Answer: B

The stem asks for the most appropriate or primary option. Ascending pharyngeal artery best matches the key feature in the stem. The other choices are secondary or refer to different structures."	https://www.dentaldevotee.com/2017/02/mcqs-on-vascular-supply-of-head-and-neck.html	2017-02-01	MCQs on Vascular Supply of Head and Neck
"The middle meningeal artery is associated with which foramen ?
A. Ovale
B. Rotundum
C. Stylomastoid
D. Spinosum"	"Answer: D

This question concerns vascular anatomy. Spinosum is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://www.dentaldevotee.com/2017/02/mcqs-on-vascular-supply-of-head-and-neck.html	2017-02-01	MCQs on Vascular Supply of Head and Neck
"Which of the following arteries does not supply the Circle of Willis ?
A. Anterior cerebral
B. Middle cerebral
C. Posterior inferior cerebral
D. Posterior communicating"	"Answer: C

This is an exception-style question. Posterior inferior cerebral is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2017/02/mcqs-on-vascular-supply-of-head-and-neck.html	2017-02-01	MCQs on Vascular Supply of Head and Neck
"The blood supply of tonsils is :
A. Lingual artery
B. Superior thyroid artery
C. Facial artery
D. Pharyngeal artery"	"Answer: C

This tests neural supply. Facial artery is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2017/02/mcqs-on-vascular-supply-of-head-and-neck.html	2017-02-01	MCQs on Vascular Supply of Head and Neck
"All of the following are true of upper eyelid except:
A. Muscles which close the eyelid are supplied by the facial nerve
B. Muscles which open the eyelid are supplied by the branch of trigeminal nerve
C. Sensory supply is by the fifth cranial nerve
D. Blood supply is by the lacrimal and ophthalmic arteries"	"Answer: B

This is an exception-style question. Muscles which open the eyelid are supplied by the branch of trigeminal nerve is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Ptosis may occur due to damage to:
A. Trochlear nerve
B. Occulomotor
C. Trigeminal nerve
D. Superior oblique muscle"	"Answer: B

Occulomotor best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Paralysis of upper eyelid is due to paralysis of:
A. III
B. IV
C. V
D. VII"	"Answer: A

III best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"The oculomotor nerve supplies all the muscles of eye except:
A. Lateral Rectus
B. Superior oblique
C. Superior rectus
D. Both A and B"	"Answer: D

This is an exception-style question. Both A and B is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"On applying pressure on angle of jaw while maintaining patent airway, which nerve is likely to be damaged?
A. 6th
B. 7th
C. 4th
D. 9th"	"Answer: B

The stem asks for the most appropriate or primary option. 7th best matches the key feature in the stem. The other choices are secondary or refer to different structures."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"All of the following Structures are in the lateral wall of cavernous sinus except:
A. Occulomotor
B. Trochlear
C. Trigeminal
D. Ophthalmic"	"Answer: C

This is an exception-style question. Trigeminal is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"All of the following structures are related to cavernous sinus except:
A. 2nd or optic nerve
B. 4th nerve
C. 6th nerve
D. Mandibular division of trigeminal nerve"	"Answer: A

This is an exception-style question. 2nd or optic nerve is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"A person has inability to look downwards and laterally. The nerve injured is:
A. Occulomotor
B. Trochlear
C. Trigeminal
D. Ophthalmic"	"Answer: B

This tests neural supply. Trochlear is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"The lower lip gets its sensory supply through the:
A. Buccal branch of the facial nerve
B. Buccal branch of the mandibular nerve
C. Mandibular branch of the facial nerve
D. Mental nerve"	"Answer: D

This tests neural supply. Mental nerve is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"All of the  following structures are associated with branches of the trigeminal nerve EXCEPT the:
A. Foramen Ovale
B. Foramen Rotundum
C. Superior Orbital Fissure
D. Stylomastoid foramen"	"Answer: D

This is an exception-style question. Stylomastoid foramen is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"The structure that is closely related to the posterior end of the mylohyoid ridge is:
A. Lingual nerve
B. Inferior alveolar nerve
C. Mylohyoid nerve
D. None of the above"	"Answer: A

Lingual nerve best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Maxillary nerve innervates all of the following EXCEPT:
A. Ala of the nose and lower eyelid
B. The upper cheeks
C. Gingiva of the maxilla
D. Temporomandibular Joint"	"Answer: D

This is an exception-style question. Temporomandibular Joint is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"All are true of mandibular nerve except:
A. Sensory branch arises from anterior trunk
B. Muscles of mastication are innervated by branches of main trunk
C. Nerve to medial pterygoid arises from main trunk
D. Buccal nerve innervates buccinator muscle"	"Answer: B

This is an exception-style question. Muscles of mastication are innervated by branches of main trunk is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Tumor infiltrating into the foramen ovale will cause all EXCEPT:
A. Anesthesia of the TMJ
B. Paralysis of the Tensor tympani
C. Paresthesia of the lips
D. Paralysis of stylohyoid"	"Answer: D

This is an exception-style question. Paralysis of stylohyoid is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Injury to the motor division of the mandibular nerve will cause paralysis of the following EXCEPT:
A. Medial Pterygoid
B. Masseter
C. Buccinator
D. Anterior Belly of Digastric"	"Answer: C

This is an exception-style question. Buccinator is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"All of the following muscles are supplied by the mandibular nerve EXCEPT:
A. Masseter
B. Buccinator
C. Medial Pterygoid
D. Anterior belly of digastric"	"Answer: B

This is an exception-style question. Buccinator is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"TMJ is supplied mainly by:
A. Masseteric and auriculotemporal nerve
B. Superficial temporal nerve
C. Facial nerve peripheral branch
D. Posterior auricular nerve"	"Answer: A

The stem asks for the most appropriate or primary option. Masseteric and auriculotemporal nerve best matches the key feature in the stem. The other choices are secondary or refer to different structures."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Which of the following nerves are branches of mandibular nerve?
A. Lingual, facial and palatine nerve
B. Lingual and Inferior alveolar nerve
C. Inferior alveolar and cervical nerves
D. All of the above"	"Answer: B

This tests neural supply. Lingual and Inferior alveolar nerve is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"The otic ganglion:
A. Is in relation to maxillary nerve
B. Receives preganglionic parasympathetic fibers, through the greater superficial petrosal nerve
C. Sends postganglionic parasympathetic fibers to auriculotemporal nerve
D. Is related to the tensor tymapni"	"Answer: C

Sends postganglionic parasympathetic fibers to auriculotemporal nerve best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"The maxillary nerve exits the cranium through which foramen?
A. Ovale
B. Rotundum
C. Stylomastoid
D. Inferior orbital fissure"	"Answer: B

This tests neural supply. Rotundum is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Mandibular nerve supplies:
A. Anterior belly of digastric, mylohyoid, tensor tympani, tensor palati
B. Posterior belly of digastric, mylohyoid
C. Stapes, Malleus, Incus
D. Anterior belly of digastric, stapes"	"Answer: A

This tests neural supply. Anterior belly of digastric, mylohyoid, tensor tympani, tensor palati is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"The nasal septum is supplied by all of the following except:
A. Nasopalatine nerve
B. Posterior ethmoidal nerve
C. Pterygopalatine ganglion
D. Nasociliary nerve"	"Answer: B

This is an exception-style question. Posterior ethmoidal nerve is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"All are branches of the posterior division of mandibular nerve except:
A. Lingual nerve
B. Inferior alveolar nerve
C. Deep Temporal nerve
D. Mylohyoid nerve"	"Answer: C

This is an exception-style question. Deep Temporal nerve is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Sphenoidal air sinus is supplied by _______ nerve.
A. Posterior ethmoidal nerve
B. Posterior superior alveolar nerve
C. Sphenoidal nerve
D. Infratemporal nerve"	"Answer: A

This tests neural supply. Posterior ethmoidal nerve is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Which of the following is not a branch of ophthalmic nerve?
A. Frontal
B. Lacrimal
C. Nasociliary
D. Medial ethmoid"	"Answer: D

This is an exception-style question. Medial ethmoid is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Skin over the prominence of the cheek is supplied by_______ nerve.
A. Zygomaticofacial
B. Zygomaticotemporal
C. Auriculotemporal
D. Infratrochlear"	"Answer: A

This tests neural supply. Zygomaticofacial is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Which of the following is not true regarding trigeminal nerve?
A. Roots of trigeminal nerve are attached to the Pons
B. It has three main divisions
C. Trigeminal nerve supplies the dura mater of middle cranial fossa
D. The trigeminal ganglion contributes to the sensory root only"	"Answer: D

This is an exception-style question. The trigeminal ganglion contributes to the sensory root only is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Which of the following muscles is supplied by mandibular nerve?
A. Stapedius
B. Buccinator
C. Tensor veli palatini
D. Posterior belly of digastric"	"Answer: C

This tests neural supply. Tensor veli palatini is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Inferior alveolar nerve runs:
A. Medial to lateral pterygoid
B. From infratemporal fossa
C. Lateral to medial pterygoid
D. Lateral to lateral pterygoid"	"Answer: C

This tests neural supply. Lateral to medial pterygoid is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Structures passing through the sigmoid (mandibular) notch are:
A. Auriculotemporal nerve
B. Mandibular nerve
C. Masseteric nerve and vessels
D. Chorda tympani"	"Answer: C

This is an exception-style question. Masseteric nerve and vessels is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Mandibular anterior division nerve has:
A. One sensory and all motor branches
B. One motor and all sensory branches
C. All motor branches
D. All sensory branches"	"Answer: A

This tests neural supply. One sensory and all motor branches is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"The fifth nerve innervates the following:
A. Mylohyoid, anterior and posterior belly of digastric
B. Mylohyoid, anterior belly of digastric and tensor tympani
C. Mylohyoid, posterior belly of digastric and tensor tympani
D. Mylohyoid, posterior belly of digastric, stapedius and tensor tympani"	"Answer: B

This tests neural supply. Mylohyoid, anterior belly of digastric and tensor tympani is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"All the following nerves are related to the mandible EXCEPT:
A. Lingual nerve
B. Auriculotemporal nerve
C. Chorda Tympani
D. Mental nerve"	"Answer: C

This is an exception-style question. Chorda Tympani is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Motor division of trigeminal nerve comes out via:
A. Foramen spinosum
B. Foramen magnum
C. Foramen ovale
D. Foramen lacerum"	"Answer: C

This tests neural supply. Foramen ovale is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"The auriculotemporal nerve supplies which gland?
A. Lacrimal gland
B. Parotid
C. Submandibular
D. Sublingual"	"Answer: B

This tests neural supply. Parotid is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Nerve supply to temporalis muscle:
A. VIII cranial nerve
B. V cranial nerve
C. VII cranial nerve
D. II cranial nerve"	"Answer: B

This tests neural supply. V cranial nerve is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"TMJ is supplied by:
A. Auriculotemporal nerve
B. Buccal branch of facial nerve
C. Inferior alveolar nerve
D. All of the above"	"Answer: A

Auriculotemporal nerve best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Ganglion associated with lacrimal gland:
A. Sphenopalatine
B. Otic ganglion
C. Submandibular ganglion
D. Ciliary ganglion"	"Answer: A

Sphenopalatine best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Nerve which hooks around Wharton's duct is:
A. Mylohyoid nerve
B. Lingual nerve
C. Auriculotemporal nerve
D. Inferior alveolar nerve"	"Answer: B

This tests neural supply. Lingual nerve is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Anterior belly of digastric is supplied by:
A. Branch of mandibular nerve
B. Branch of facial nerve
C. Branch of cervical plexus
D. Hypoglossal nerve"	"Answer: A

Branch of mandibular nerve best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Injury to the right mandibular nerve as it passes through foramen ovale produces following effects:
A. Loss of taste from the anterior 2/3rd of the tongue
B. Deviation of the tongue to the left
C. Deviation of the chin to left when mouth is opened
D. Loss of general sensation to anterior 2/3rd of tongue"	"Answer: D

This tests neural supply. Loss of general sensation to anterior 2/3rd of tongue is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Afferent sensation from the lower molar teeth is carried by:
A. Facial nerve
B. Mandibular division of the trigeminal nerve
C. Maxillary division of the trigeminal nerve
D. Motor branch of the facial nerve"	"Answer: B

Mandibular division of the trigeminal nerve best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Masseteric nerve is a branch of:
A. Long buccal nerve
B. Mandibular division of trigeminal nerve
C. Maxillary division of trigeminal nerve
D. Motor branch of the facial nerve"	"Answer: B

This tests neural supply. Mandibular division of trigeminal nerve is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"The innervation of the tensor tympani muscle is:
A. Vagus
B. Mandibular
C. Facial
D. Maxillary"	"Answer: B

This tests neural supply. Mandibular is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Which structure passes through infraorbital fissure?
A. Superior ophthalmic vein
B. Ophthalmic artery
C. Trochlear nerve
D. Zygomatic nerve"	"Answer: D

Zygomatic nerve best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Sphenopalatine ganglion does not supply:
A. Nasal mucosae
B. Sublingual gland
C. Ciliary ganglion
D. Both B and C"	"Answer: D

This is an exception-style question. Both B and C is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Sensory supply of pinna is by ________ nerve.
A. Mandibular
B. Maxillary
C. Facial
D. Abducent"	"Answer: A

This tests neural supply. Mandibular is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Trigeminal nerve has how many nuclei in CNS?
A. Three
B. Four
C. Five
D. Six"	"Answer: B

This tests neural supply. Four is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Which nerve is in close relation with the root of the lower third molar?
A. Inferior alveolar nerve
B. Chorda tympani
C. Lingual nerve
D. Mylohyoid nerve"	"Answer: C

This tests neural supply. Lingual nerve is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Anterior belly of digastric is supplied by:
A. Mylohyoid nerve
B. Branch of facial nerve
C. Branch of cervical plexus
D. Hypoglossal nerve"	"Answer: A

Mylohyoid nerve best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"All of the following is true of facial nerve EXCEPT:
A. Supplies motor branches to the muscles of facial expression
B. It has no sensory component
C. The muscles of the eyelid will be spared in upper motor neuron lesions
D. It is a nerve of 2nd arch"	"Answer: B

This is an exception-style question. It has no sensory component is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"All of the following muscles are supplied by the facial nerve EXCEPT:
A. Stapedius
B. Occipitofrontalis
C. Anterior belly of digastric
D. Buccinator"	"Answer: C

This is an exception-style question. Anterior belly of digastric is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"The special visceral afferent fibers of the facial nerve are located in which nuclei:
A. Motor nucleus
B. Nucleus ambiguous
C. Nucleus of the tractus solitarius
D. Lacrimatory nucleus"	"Answer: C

This tests neural supply. Nucleus of the tractus solitarius is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"The nerve supply for motor action of buccinator:
A. Facial nerve
B. Mandibular nerve
C. Maxillary nerve
D. Auriculotemporal nerve"	"Answer: A

This tests neural supply. Facial nerve is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Secretomotor fibers to the submandibular salivary gland are carried in all of the following EXCEPT:
A. Facial
B. Chorda tympani
C. Mylohyoid
D. Lingual"	"Answer: C

This is an exception-style question. Mylohyoid is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Chorda tympani contain:
A. Preganglionic sympathetic fibers
B. Preganglionic parasympathetic fibers
C. Postganglionic sympathetic fibers
D. Postganglionic parasympathetic fibers"	"Answer: B

Preganglionic parasympathetic fibers best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Facial nerve has:
A. Motor root only
B. Motor and sensory root
C. Motor and sympathetic
D. Motor, sympathetic and parasympathetic fibers"	"Answer: B

This tests neural supply. Motor and sensory root is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
"Branches of facial nerve are:
A. Digastric
B. Stylohyoid
C. Posterior auricular
D. All of the above"	"Answer: D

This tests neural supply. All of the above is the nerve/structure that supplies the region or muscle named in the stem. The other options do not provide the correct innervation."	https://www.dentaldevotee.com/2020/01/nerve-supply-of-head-and-neck.html	2020-01-01	MCQs on Nerve Supply of Head and Neck
